865	457	237	688	662
971	661	854	743	405
572	644	868	137	715
829	643	140	529	492
5	876	262	889	179
955	151	451	110	111
127	86	985	831	172
769	869	889	810	634
623	905	707	511	315
731	41	688	472	412
402	287	82	698	937
935	272	642	772	932
564	748	26	468	986
806	545	644	312	536
856	153	684	464	850
408	667	219	173	761
12	890	784	571	151
278	479	840	350	282
288	655	803	69	870
311	809	275	321	231
649	697	903	323	699
785	278	668	582	437
7	74	101	527	20
581	296	82	28	837
245	783	636	15	999
792	801	522	437	169
163	493	937	669	440
810	789	480	799	262
424	77	343	565	618
289	179	625	145	3
847	489	177	295	572
864	547	71	586	196
913	935	770	415	305
382	376	483	188	813
437	666	402	916	616
278	244	611	554	135
341	204	969	2	254
105	352	792	51	197
371	447	97	597	761
319	405	525	785	438
265	138	952	919	738
696	421	661	388	58
916	925	946	125	990
367	483	538	721	473
193	688	787	888	365
63	208	822	870	25
550	771	71	420	187
361	976	652	750	482
129	529	331	116	79
439	861	554	401	995
300	963	498	337	875
781	634	988	533	499
337	295	165	806	998
412	431	263	847	292
797	180	315	601	969
524	14	365	531	469
144	188	239	475	226
739	675	95	859	330
595	877	625	849	352
517	99	162	180	918
740	223	329	579	28
844	437	855	43	221
787	329	40	514	268
5	660	119	762	551
549	643	148	169	757
958	530	474	510	784
749	492	941	718	103
876	180	224	725	44
903	904	407	482	916
167	624	677	308	849
909	118	935	60	627
961	438	336	388	158
893	150	420	415	499
669	99	444	369	472
419	405	241	272	82
115	543	423	656	761
502	830	388	403	342
548	177	625	647	534
914	825	871	821	570
491	182	37	284	969
580	970	290	731	766
422	22	290	439	617
956	810	607	628	825
429	745	810	693	768
379	721	793	506	376
650	105	789	789	846
51	611	775	499	221
822	285	243	821	423
766	291	581	31	760
93	696	92	911	428
300	689	569	764	134
526	36	418	545	114
393	935	602	226	496
402	352	164	813	549
623	710	792	46	814
379	861	879	995	644
884	406	317	83	82
621	672	224	301	941
558	762	641	697	625
787	454	534	769	374
639	855	746	955	760
348	252	628	737	405
770	155	759	499	383
569	69	691	585	827
810	975	380	563	876
15	682	413	712	333
885	988	825	668	658
626	225	747	412	716
77	64	116	181	730
78	515	268	96	955
566	973	20	340	516
437	640	880	35	240
942	338	806	633	353
714	417	793	941	252
206	558	384	555	454
195	545	94	730	166
16	136	756	118	984
479	287	3	146	540
192	412	862	760	169
282	386	455	342	542
803	861	710	348	942
622	161	83	830	255
29	961	397	781	778
548	797	912	103	486
391	551	268	362	365
917	694	236	262	55
78	334	745	135	542
977	947	143	655	174
979	358	537	479	297
77	440	456	55	726
507	957	979	27	179
59	981	487	322	270
261	104	578	341	872
866	375	960	160	24
514	140	723	512	238
631	451	729	676	270
706	554	247	474	347
854	988	806	741	122
134	61	873	795	481
468	747	125	747	265
409	617	997	984	670
881	199	533	672	607
511	460	356	264	630
473	389	216	748	394
778	632	709	334	25
533	270	606	723	766
989	954	83	535	100
817	996	765	646	505
182	883	551	954	640
37	74	157	509	769
193	179	549	577	157
914	318	713	947	62
572	548	661	53	790
854	520	785	904	389
696	634	415	503	363
89	22	887	830	884
46	9	366	395	296
925	240	874	154	262
467	747	790	813	815
153	277	232	589	592
476	825	417	789	185
358	836	519	815	989
908	325	372	385	786
660	299	451	672	171
745	558	1	503	347
350	202	599	406	341
264	649	61	831	609
551	989	910	57	789
879	787	327	640	547
626	660	253	657	647
680	866	230	50	166
840	256	102	202	292
216	835	625	885	129
842	284	138	634	439
974	440	425	385	191
479	964	620	339	726
959	312	676	775	675
848	62	465	238	510
517	40	510	479	184
137	406	101	19	493
533	337	724	509	381
65	536	1000	208	467
752	698	302	297	398
559	860	739	925	230
344	134	949	929	383
245	855	686	672	660
533	624	133	725	242
845	184	852	811	325
22	628	87	376	256
820	448	526	392	795
276	448	685	924	510
434	910	718	339	432
606	422	74	589	875
41	960	256	601	617
157	885	428	44	647
216	775	612	488	410
886	668	567	724	841
309	45	306	563	73
760	700	788	742	582
100	524	523	619	740
991	545	414	674	915
249	30	307	764	856
222	859	640	672	189
195	312	582	639	397
46	567	708	386	864
481	700	964	421	818
525	448	90	340	862
808	198	718	989	132
993	720	669	435	146
486	213	782	507	944
702	69	532	929	274
709	437	403	707	165
33	446	748	543	328
898	433	482	645	263
435	123	774	530	388
595	506	968	958	398
935	137	513	127	497
296	457	300	561	99
375	213	769	847	949
604	331	427	120	232
861	672	670	171	380
188	867	208	744	66
160	683	69	607	685
493	541	901	492	216
379	30	387	380	843
179	182	866	134	951
961	286	104	956	266
170	907	762	570	101
487	23	829	140	642
294	406	657	367	283
553	764	526	813	389
616	620	188	900	278
615	478	305	25	617
424	432	737	386	104
534	913	527	179	8
819	222	378	885	245
395	787	261	197	81
355	5	282	301	741
36	332	74	869	324
845	65	949	870	532
797	809	670	393	469
877	975	426	400	274
213	297	369	533	44
402	871	61	277	850
132	218	808	313	245
613	722	660	620	375
810	481	171	857	794
82	962	208	558	411
883	431	354	640	224
155	46	508	996	691
323	327	126	863	932
37	946	208	408	577
366	312	22	209	231
387	830	322	850	406
492	471	307	661	598
533	385	861	257	244
59	105	533	998	94
672	695	310	62	912
840	945	893	653	961
855	514	719	893	668
791	611	572	391	634
3	64	967	198	338
878	756	272	990	112
898	587	152	522	60
382	358	131	202	777
488	113	598	614	979
552	965	204	107	374
731	863	398	780	890
508	330	328	951	774
716	154	245	760	870
916	617	536	175	834
734	943	476	793	705
699	360	531	124	740
301	17	943	265	140
413	727	807	215	981
208	733	1000	603	375
805	571	192	259	690
542	476	75	421	575
331	269	353	739	355
873	714	816	77	990
851	90	552	725	254
374	178	988	909	544
89	674	261	780	552
702	568	641	893	267
856	814	758	216	739
229	634	170	140	67
167	217	32	154	702
754	714	247	847	280
458	365	382	403	545
131	738	881	379	435
243	145	837	137	850
843	838	961	452	203
220	639	916	180	884
870	73	717	163	614
695	731	595	396	184
267	891	772	155	71
44	922	864	504	882
729	897	977	659	623
155	389	557	696	513
162	166	172	600	126
708	125	943	612	235
565	800	740	191	793
595	682	164	168	16
986	635	732	895	524
568	67	618	1	71
513	97	942	401	598
474	862	835	48	914
253	774	150	805	165
502	338	28	262	304
118	997	273	916	18
685	98	443	943	608
639	69	819	251	261
531	621	710	811	559
755	216	254	823	617
523	666	766	987	175
89	225	536	696	11
262	349	324	43	232
884	565	435	372	312
960	283	300	434	411
776	339	682	297	485
182	763	174	963	408
286	823	248	822	212
441	255	9	730	95
356	653	583	563	956
730	818	271	370	218
684	394	456	549	545
228	300	943	814	982
652	613	531	260	789
998	585	939	817	435
668	716	892	272	645
25	710	280	543	638
30	378	857	468	231
581	385	274	604	721
450	328	397	952	78
450	110	57	117	661
249	803	722	590	691
284	767	685	209	654
116	712	307	603	351
750	159	523	872	105
214	137	545	607	872
830	873	730	972	153
974	891	215	436	240
890	799	689	92	690
907	212	793	391	334
842	53	765	954	172
975	575	539	848	156
27	485	268	692	373
666	590	748	264	994
773	693	170	647	142
354	27	141	954	246
946	707	254	926	807
388	444	991	870	757
667	839	939	4	857
614	74	158	12	933
331	948	580	166	768
40	379	41	959	472
15	878	766	573	807
527	549	427	536	56
692	599	517	370	508
676	683	904	30	612
750	333	43	881	204
541	548	720	581	901
130	230	340	140	2
128	115	209	32	686
498	445	659	197	29
417	844	127	640	668
742	458	898	173	188
637	152	81	633	200
948	198	882	932	366
6	753	853	613	364
807	332	533	592	227
543	963	880	221	851
754	142	14	760	940
400	882	913	221	268
415	910	546	872	371
218	862	712	453	927
69	959	59	334	345
3	389	150	905	776
936	578	784	682	937
661	999	806	501	133
336	748	143	958	703
289	895	903	450	188
564	957	213	6	549
22	563	517	417	808
319	865	325	245	42
713	476	281	983	815
683	189	100	636	62
423	737	593	437	349
878	896	675	541	839
90	221	479	192	368
942	228	541	47	959
952	834	714	917	965
601	905	35	590	614
651	52	967	96	103
428	294	902	246	128
86	593	192	363	79
109	78	771	364	37
392	250	225	350	909
941	664	405	22	628
349	190	293	430	332
741	185	928	962	824
588	868	145	75	831
893	443	254	358	341
515	132	474	281	201
533	279	592	462	183
691	956	77	921	354
898	31	537	237	978
96	364	150	480	163
852	789	126	450	591
252	156	471	711	536
953	327	698	175	610
524	705	185	905	372
298	874	300	247	404
91	810	631	338	152
428	524	3	845	563
634	840	745	836	482
806	53	309	242	810
120	522	365	943	657
795	49	49	679	763
655	439	211	379	114
359	202	659	141	505
304	205	814	612	915
298	381	415	314	892
791	669	838	911	332
380	465	649	65	631
340	750	408	483	158
959	815	506	445	743
387	167	818	250	455
828	488	679	423	976
606	207	596	766	505
902	268	993	881	222
617	372	729	463	346
649	189	462	38	92
286	499	170	318	152
467	899	237	202	893
960	14	170	638	150
828	847	486	602	712
494	111	538	420	659
991	345	311	377	547
280	583	952	505	537
508	946	746	78	902
615	794	112	489	643
230	43	791	283	556
365	766	45	547	498
74	473	480	152	112
986	710	268	122	962
859	125	866	374	16
664	626	267	24	208
844	181	456	574	503
324	593	897	347	976
31	558	730	842	944
620	197	678	180	935
260	570	511	335	221
656	511	826	134	608
931	770	457	570	299
834	826	620	708	269
660	899	754	468	109
144	138	188	49	954
924	552	623	257	712
383	158	18	260	30
246	85	460	586	481
906	80	572	108	28
229	952	913	788	738
677	23	65	973	20
103	26	583	872	856
378	770	635	531	395
378	494	595	111	468
477	16	257	426	307
782	817	780	247	1000
716	759	292	803	802
332	59	177	156	176
761	91	637	233	452
509	601	419	887	353
781	104	357	116	651
37	392	804	330	345
905	86	306	614	506
243	719	258	933	765
169	790	872	210	703
859	837	808	732	734
240	314	269	4	512
447	417	742	296	215
984	144	958	344	855
785	463	681	780	852
796	955	599	546	728
55	849	182	368	321
996	228	536	628	134
624	716	720	676	567
694	929	97	108	876
212	580	2	892	544
312	846	44	64	438
362	413	202	286	948
90	929	249	987	58
712	717	383	939	400
303	402	704	897	242
739	739	903	857	733
396	875	312	423	347
221	4	476	123	617
727	421	108	624	101
839	743	127	546	768
21	862	981	878	24
980	864	436	582	9
678	440	110	665	291
138	969	713	293	677
815	982	977	821	529
978	133	194	251	211
381	864	673	340	933
738	304	239	928	527
417	724	22	543	92
647	190	401	339	205
516	510	106	267	249
733	104	740	216	681
101	182	735	377	126
588	486	730	824	91
88	166	848	177	172
26	12	862	991	592
1	488	716	11	530
534	431	667	583	828
425	126	230	815	128
16	435	915	599	593
413	947	361	129	391
859	934	629	472	305
65	786	283	408	618
390	577	2	858	275
967	901	672	935	133
89	228	991	79	97
462	206	238	276	365
854	464	696	413	792
934	745	117	27	977
104	261	809	710	577
161	55	608	596	984
803	409	126	722	749
101	173	825	11	904
418	21	793	957	74
359	159	471	890	335
610	769	787	77	235
22	770	843	817	768
227	818	546	957	842
704	660	174	82	710
290	408	153	428	2
470	581	387	147	599
213	643	996	739	489
315	1000	796	756	270
617	55	804	319	973
17	880	864	233	121
438	729	957	798	123
934	539	557	386	130
615	890	668	828	1
997	492	74	647	440
626	818	401	751	334
358	213	156	39	981
722	40	580	352	168
470	766	282	167	688
294	60	126	909	339
169	834	203	938	353
994	536	557	437	906
755	4	267	327	646
604	821	123	220	933
996	665	533	280	683
338	304	703	694	364
585	763	431	954	97
588	418	429	233	292
241	595	836	923	286
499	691	816	343	65
262	378	302	549	979
509	245	635	866	21
549	650	831	46	325
356	904	830	731	685
175	608	812	69	964
804	758	603	979	760
571	697	291	157	821
370	140	295	271	425
985	749	75	169	337
893	44	675	644	827
142	900	65	28	465
637	534	141	452	211
157	868	465	42	223
81	688	221	955	474
96	321	199	953	292
737	944	392	763	571
162	901	468	264	840
242	182	231	624	853
719	736	330	619	304
892	23	410	71	633
851	724	47	757	602
504	201	733	619	399
937	619	516	870	203
54	371	347	381	760
952	523	552	199	656
91	364	893	460	616
271	318	974	843	947
567	979	855	63	96
557	417	169	23	566
611	673	81	778	754
521	26	646	90	244
76	28	780	6	685
72	174	523	473	58
484	915	392	489	564
543	766	317	255	768
794	945	655	500	459
490	892	470	745	778
201	852	650	539	280
230	813	18	833	950
425	930	16	548	49
505	794	603	565	335
939	602	491	412	805
799	131	771	790	39
338	493	132	399	37
849	676	555	62	583
572	286	774	322	746
902	302	220	167	649
283	149	300	586	930
912	260	976	703	104
625	454	44	812	681
612	145	6	660	911
355	646	621	933	197
973	756	952	284	66
44	325	253	581	522
165	969	501	306	512
179	819	855	311	162
657	986	208	675	43
137	340	223	80	404
698	27	652	136	17
455	877	840	445	211
739	480	603	179	61
758	832	748	306	409
368	238	734	860	916
618	4	135	34	572
958	383	402	33	112
764	213	219	593	755
609	549	255	409	90
714	885	280	6	272
83	503	406	308	658
694	764	457	178	702
481	364	676	180	389
25	669	256	839	16
761	681	785	812	56
124	729	163	4	593
385	488	334	358	637
908	134	431	526	236
523	629	678	81	557
337	80	897	778	840
385	955	501	131	667
451	643	864	281	144
286	314	599	272	607
746	649	211	507	805
362	27	891	748	323
623	100	568	872	297
45	57	318	96	984
176	500	553	197	733
493	378	234	162	591
791	295	587	21	627
676	395	898	73	302
260	677	798	55	210
128	431	570	473	30
484	283	259	351	663
196	237	193	542	565
502	829	567	63	673
688	235	864	418	499
767	204	75	977	631
609	47	909	150	420
670	960	435	409	301
217	455	218	421	820
994	394	174	12	74
737	309	933	571	917
110	270	47	623	243
523	345	63	230	434
672	348	959	548	603
315	285	981	213	703
808	252	877	162	97
335	468	288	634	9
382	997	480	478	818
143	230	394	773	556
859	301	999	143	726
63	820	681	219	619
263	81	973	567	730
451	515	31	800	329
755	734	33	658	786
811	814	674	653	300
918	160	712	719	609
247	480	637	285	801
460	270	388	184	398
764	517	650	981	610
406	503	238	731	352
605	634	577	906	761
645	478	300	479	32
362	860	694	685	19
70	287	507	84	585
302	227	757	247	677
74	396	723	706	115
314	515	58	606	713
528	431	947	799	351
622	173	581	363	839
665	550	414	640	396
997	853	680	258	450
995	743	975	429	520
127	939	801	69	592
103	677	7	567	188
949	706	41	871	762
839	153	276	649	417
324	56	801	589	310
463	129	517	386	599
959	335	78	264	85
380	992	212	792	329
735	940	677	524	321
510	271	792	878	221
949	362	717	959	413
526	697	828	483	200
950	896	481	771	552
568	844	618	448	697
874	981	556	135	484
528	788	804	997	521
409	757	477	664	522
255	549	746	575	461
795	511	222	572	19
36	473	774	612	60
992	341	463	758	624
551	539	393	772	6
609	981	33	250	94
783	635	10	837	538
639	44	233	496	505
9	862	124	38	889
287	344	248	561	717
231	806	308	539	496
287	225	665	317	190
163	203	592	1000	895
874	510	435	176	312
906	495	305	420	984
414	798	771	145	642
66	26	681	289	201
284	248	121	465	528
461	728	56	461	570
711	92	135	673	81
67	564	456	258	90
736	690	110	656	935
500	257	103	743	673
675	69	888	978	718
848	542	566	417	694
20	525	313	847	54
851	212	752	748	726
336	298	302	712	190
267	137	54	851	450
945	937	723	248	229
706	529	141	100	627
724	745	972	98	140
370	376	545	160	381
376	859	614	718	408
455	197	790	54	567
949	57	371	240	615
266	816	954	370	978
343	77	587	347	550
919	169	730	59	327
977	456	15	571	275
596	392	807	451	700
864	84	358	205	69
648	405	905	442	295
947	656	319	514	448
155	590	246	472	690
233	912	232	145	555
314	708	826	252	390
438	849	352	81	92
944	381	616	243	419
167	47	271	739	550
98	855	233	301	741
803	954	147	4	163
581	552	140	293	254
420	597	809	438	921
774	824	518	803	719
898	622	419	678	646
679	853	508	398	598
421	80	838	280	389
815	231	901	822	923
462	783	784	457	223
554	735	677	258	649
654	850	884	531	725
547	812	239	689	979
164	480	859	463	989
310	739	730	954	653
38	392	318	498	130
52	677	14	760	683
731	920	33	221	857
881	648	561	752	61
410	781	18	704	807
156	934	484	302	631
638	192	427	852	824
734	762	521	229	2
896	160	638	523	252
762	878	874	718	699
376	642	754	566	665
200	659	795	797	824
894	110	360	34	850
893	703	55	448	977
134	657	784	666	784
238	538	404	525	587
111	93	487	748	979
341	675	933	917	907
322	716	566	353	23
224	606	119	850	867
215	24	609	587	603
920	517	890	263	451
5	655	148	171	847
797	330	908	120	688
38	337	513	354	436
641	186	719	295	320
19	31	993	293	817
417	720	143	782	829
490	508	9	784	835
548	581	879	371	244
626	518	351	94	20
413	758	617	324	472
346	997	667	749	292
695	242	430	364	74
119	325	806	496	865
612	798	472	566	750
818	208	549	277	828
589	943	703	614	63
409	749	436	92	884
192	592	440	654	830
867	546	90	285	80
686	746	796	197	603
641	231	514	369	850
458	825	433	941	191
893	963	633	62	15
737	206	536	820	397
237	459	300	735	395
474	231	938	524	423
939	429	35	217	95
684	887	786	670	647
715	103	957	386	417
737	488	470	268	809
596	482	494	284	454
721	864	465	531	507
270	963	571	388	114
602	251	599	26	736
366	811	537	390	918
317	942	822	656	258
59	81	706	551	106
563	723	628	555	980
701	176	72	443	133
942	122	68	496	558
330	926	524	307	6
689	491	190	251	21
534	607	126	860	789
409	384	104	620	350
768	320	464	424	97
603	966	868	425	145
885	695	615	188	47
523	473	456	268	114
312	671	381	242	497
45	143	92	136	333
297	901	537	298	352
368	367	146	979	331
10	704	568	863	363
592	620	586	307	288
588	219	502	366	491
953	964	619	291	314
275	863	195	575	344
494	353	468	448	28
920	800	476	938	367
143	147	441	8	694
495	586	363	140	449
566	14	231	341	160
888	267	454	169	109
542	762	180	832	406
53	155	759	426	574
674	922	251	378	556
127	489	22	171	265
532	512	501	88	769
472	28	483	574	481
869	782	343	183	594
218	605	151	608	876
288	458	433	967	994
638	14	376	496	600
13	995	134	750	177
865	3	173	463	753
796	185	520	511	484
28	517	280	973	622
117	249	762	468	307
731	862	166	830	373
288	32	461	676	963
544	829	157	773	241
511	397	660	378	284
802	825	196	654	836
522	809	634	108	158
74	914	274	504	796
706	975	1	933	450
13	904	453	245	749
933	352	803	593	289
545	131	379	549	171
928	967	969	26	520
796	898	658	262	46
499	674	621	474	736
119	448	79	859	554
306	598	785	741	659
315	593	688	545	564
639	53	519	267	499
958	529	826	393	238
101	510	241	158	104
732	58	934	108	897
839	979	869	493	659
242	387	887	846	807
98	642	287	649	288
597	963	84	964	549
429	791	927	872	369
489	573	338	501	864
963	386	578	966	641
156	16	261	154	887
957	407	8	929	83
293	972	968	929	830
199	334	503	679	605
670	996	187	981	233
233	544	706	880	663
928	321	17	474	365
197	970	160	899	113
371	809	790	269	753
316	105	407	888	126
294	631	633	602	454
211	414	922	84	23
758	455	549	882	987
810	550	898	412	805
358	635	893	114	994
532	345	448	915	200
161	816	728	931	440
864	612	739	889	841
469	860	957	627	167
474	51	28	566	905
846	837	934	819	836
869	663	693	999	881
914	745	105	491	511
87	74	988	219	816
496	450	931	567	167
541	446	318	194	579
457	726	599	90	142
454	41	631	990	305
171	747	129	358	504
254	634	871	832	265
668	662	486	269	565
51	644	731	379	873
613	69	967	396	516
292	293	268	111	418
32	590	539	374	54
345	779	845	170	985
433	219	133	670	420
212	926	231	376	408
376	819	839	116	849
742	80	827	309	709
221	960	748	441	321
701	709	285	982	7
744	19	988	748	801
938	233	355	659	84
463	818	485	687	363
438	764	9	186	587
872	885	865	52	821
825	779	381	58	693
629	508	748	313	321
265	966	548	396	655
385	43	79	875	59
657	613	550	366	758
224	868	463	255	47
633	484	218	72	757
4	999	781	86	458
973	146	808	60	358
643	33	967	94	2
900	411	755	919	948
805	288	268	139	256
277	154	542	755	691
824	938	83	741	415
872	405	510	481	554
650	80	481	244	688
835	788	638	131	8
144	814	29	962	762
793	329	400	757	370
281	526	812	437	739
613	798	644	699	301
892	286	497	655	797
499	582	577	836	514
964	511	756	361	105
654	183	603	126	248
569	259	973	354	802
207	644	605	807	455
823	105	90	341	908
206	508	193	613	893
530	158	897	794	699
478	111	89	636	401
236	638	675	469	935
846	46	260	562	179
507	136	924	505	543
176	48	238	14	158
893	568	472	996	786
402	462	113	861	366
829	309	773	32	146
879	377	189	855	768
662	566	978	857	620
544	945	174	288	35
296	757	882	288	716
168	488	22	535	66
194	224	256	27	929
316	154	508	365	358
372	629	963	446	542
497	304	116	14	409
153	800	541	230	277
904	541	983	447	353
290	459	471	166	137
459	709	299	328	615
551	290	313	837	207
266	672	212	522	357
176	958	119	921	108
265	629	246	257	855
754	494	977	713	138
865	126	687	661	63
802	721	950	507	548
24	303	483	350	28
177	623	186	555	645
190	970	850	44	529
506	667	534	69	408
956	722	168	277	383
719	925	310	927	103
832	428	205	492	958
278	377	404	383	934
595	228	546	552	603
280	565	868	823	912
566	1	823	957	63
286	116	338	784	342
176	251	664	799	52
77	656	43	646	845
537	847	141	927	943
223	388	88	22	942
731	806	627	674	267
314	917	232	727	507
118	447	316	412	279
519	155	10	650	214
572	810	627	449	106
985	948	307	778	74
627	729	444	199	329
378	725	128	388	548
453	24	393	341	666
540	587	784	774	506
623	326	892	791	594
868	939	151	218	292
36	750	81	638	21
976	383	250	93	969
277	469	218	500	65
591	849	644	203	596
919	338	899	475	18
352	348	854	362	172
253	696	917	910	891
480	420	883	109	144
998	448	234	469	768
85	119	646	255	52
734	509	292	113	112
65	68	633	519	58
78	608	881	29	490
315	138	421	243	334
643	87	218	746	110
492	550	481	230	429
943	859	115	63	344
430	152	927	570	440
78	698	474	207	52
787	143	203	867	167
55	484	177	158	215
764	81	597	132	236
936	855	264	358	74
107	469	8	104	480
757	753	94	93	259
203	637	202	951	964
67	478	649	621	165
897	28	185	630	399
293	62	57	333	753
762	739	859	691	115
727	264	669	313	686
543	26	185	790	689
211	821	143	275	354
34	444	829	603	318
193	192	142	975	163
591	380	224	710	547
33	472	671	131	204
722	331	792	961	410
228	284	315	151	410
532	109	418	283	322
183	16	613	297	718
977	392	748	331	783
49	516	129	888	480
688	596	709	696	682
515	348	441	505	996
584	107	577	240	766
50	127	785	712	86
934	986	376	557	733
506	152	686	369	484
759	626	331	292	663
75	829	582	296	252
877	247	883	842	998
736	154	81	19	491
467	74	876	349	675
628	210	637	16	534
77	471	25	188	58
757	621	738	943	566
613	342	414	498	796
98	661	297	910	726
702	750	565	482	270
447	237	529	32	798
520	773	227	630	792
205	69	609	34	215
11	227	41	135	834
234	193	613	483	443
348	401	10	89	921
7	295	859	996	640
651	417	400	941	228
501	474	915	858	931
671	379	52	554	987
637	854	192	182	132
330	327	155	471	706
57	891	169	491	511
212	15	662	181	559
99	90	579	635	278
91	357	965	265	921
348	603	657	953	709
272	389	196	10	838
635	221	748	467	977
810	711	964	753	575
572	399	582	309	132
737	398	430	858	221
410	415	404	950	992
357	786	357	320	74
400	69	826	250	581
440	161	806	659	763
559	897	118	651	194
290	102	557	670	86
117	135	627	538	416
283	917	175	427	114
697	743	776	96	750
434	145	277	511	318
714	723	53	974	130
605	624	737	179	520
666	407	57	705	187
530	591	851	147	119
594	535	254	53	316
82	704	349	916	766
334	345	302	441	244
486	802	843	413	180
341	183	718	490	637
89	747	112	414	517
633	946	867	613	2
145	819	60	861	716
550	411	153	414	413
227	817	764	386	376
884	569	926	661	173
529	899	524	241	968
688	988	945	724	780
579	377	940	805	139
210	950	342	671	938
272	139	716	27	530
781	736	363	787	817
539	927	388	671	527
597	44	962	48	336
857	570	495	910	486
362	668	708	55	99
573	896	317	596	897
524	529	436	160	664
578	335	431	514	227
348	372	893	562	89
248	523	850	677	546
939	33	191	854	909
321	826	936	382	116
169	392	190	20	637
651	403	146	204	648
